FUSE_time,FUSE_x,FUSE_y,FUSE_yaw
1688392876,0.0,0.0,0.0
1688392876,0.0,0.0,-0.0379
1688392876,0.0,0.0,-0.0379
1688392876,0.0,0.0,-0.038
1688392876,0.0,0.0,-0.038
1688392876,0.0,0.0,-0.0383
1688392877,-0.0,-0.0,-0.0382
1688392877,0.0,-0.0,-0.0383
1688392877,0.0,-0.0,-0.0383
1688392877,0.0,-0.0,-0.0383
1688392877,0.0,-0.0,-0.0384
1688392877,0.0,-0.0,-0.0386
1688392877,0.0,-0.0,-0.0387
1688392877,0.0,-0.0,-0.0387
1688392877,0.0,-0.0,-0.0388
1688392877,0.0,-0.0,-0.0389
1688392878,0.0,-0.0,-0.039
1688392878,0.0,-0.0,-0.0389
1688392878,0.0,-0.0,-0.039
1688392878,0.0,-0.0,-0.0391
1688392878,0.0,-0.0,-0.0392
1688392878,-0.0,-0.0,-0.0391
1688392878,-0.0,-0.0,-0.0392
1688392878,-0.0,-0.0,-0.0392
1688392878,-0.0,-0.0,-0.0391
1688392878,-0.0,-0.0,-0.0392
1688392879,-0.0,-0.0,-0.0393
1688392879,-0.0,-0.0,-0.0393
1688392879,-0.0,-0.0,-0.0393
1688392879,-0.0,-0.0,-0.0393
1688392879,-0.0,-0.0,-0.0394
1688392879,-0.0,-0.0,-0.0394
1688392879,-0.0,-0.0,-0.0394
1688392879,-0.0,-0.0,-0.0395
1688392879,-0.0,-0.0,-0.0395
1688392879,-0.0,-0.0,-0.0396
1688392880,-0.0,-0.0,-0.0396
1688392880,-0.0,-0.0,-0.0397
1688392880,-0.0,-0.0,-0.0397
1688392880,-0.0,-0.0,-0.0398
1688392880,-0.0,-0.0,-0.0399
1688392880,-0.0,-0.0,-0.0399
1688392880,-0.0,-0.0,-0.04
1688392880,-0.0,-0.0,-0.0399
1688392880,-0.0,-0.0,-0.0399
1688392880,-0.0,-0.0,-0.0399
1688392881,-0.0,-0.0,-0.0399
1688392881,-0.0,-0.0,-0.04
1688392881,-0.0,0.0006,-0.0401
1688392881,-0.0,0.0006,-0.0401
1688392881,-0.0,0.0006,-0.0402
1688392881,-0.0,0.0006,-0.0402
1688392881,-0.0,0.0006,-0.0402
1688392881,-0.0,0.0006,-0.0403
1688392881,-0.0,0.0007,-0.0404
1688392881,-0.0,0.0007,-0.0404
1688392882,-0.0,0.0007,-0.0404
1688392882,-0.0,0.0007,-0.0406
1688392882,-0.0,0.0007,-0.0406
1688392882,-0.0,0.0007,-0.0407
1688392882,-0.0,0.0007,-0.0408
1688392882,-0.0,0.0007,-0.041
1688392882,-0.0,0.0007,-0.041
1688392882,-0.0,0.0007,-0.041
1688392882,-0.0,0.0007,-0.0409
1688392882,-0.0,0.0007,-0.0411
1688392883,-0.0,0.0007,-0.0412
1688392883,-0.0,0.0007,-0.0413
1688392883,-0.0,0.0007,-0.0412
1688392883,-0.0,0.0007,-0.0413
1688392883,-0.0,0.0007,-0.0414
1688392883,-0.0,0.0007,-0.0414
1688392883,-0.0,0.0007,-0.0415
1688392883,-0.0,0.0007,-0.0416
1688392883,-0.0,0.0007,-0.0416
1688392883,-0.0,0.0007,-0.0416
1688392884,-0.0,0.0007,-0.0417
1688392884,-0.0,0.0007,-0.0417
1688392884,-0.0,0.0007,-0.0419
1688392884,-0.0,0.0007,-0.0419
1688392884,-0.0,0.0007,-0.0418
1688392884,-0.0,0.0007,-0.0418
1688392884,-0.0,0.0007,-0.0418
1688392884,-0.0,0.0007,-0.0418
1688392884,-0.0,0.0007,-0.042
1688392884,-0.0,0.0007,-0.0421
1688392885,-0.0,0.0007,-0.0421
1688392885,-0.0,0.0007,-0.042
1688392885,-0.0,0.0007,-0.0421
1688392885,-0.0,0.0007,-0.0422
1688392885,-0.0,0.0007,-0.0422
1688392885,-0.0,0.0007,-0.0423
1688392885,-0.0,0.0007,-0.0424
1688392885,-0.0,0.0007,-0.0424
1688392885,-0.0,0.0007,-0.0425
1688392885,-0.0,0.0007,-0.0425
1688392886,-0.0,0.0007,-0.0426
1688392886,-0.0,0.0007,-0.0428
1688392886,-0.0,0.0007,-0.0428
1688392886,-0.0,0.0007,-0.0428
1688392886,0.0,0.0007,-0.0429
1688392886,0.0,0.0007,-0.043
1688392886,0.0,0.0007,-0.0431
1688392886,0.0,0.0007,-0.0431
1688392886,0.0,0.0007,-0.0431
1688392886,0.0,0.0007,-0.043
1688392887,0.0,0.0007,-0.0431
1688392887,0.0,0.0007,-0.0432
1688392887,0.0,0.0007,-0.0433
1688392887,0.0,0.0007,-0.0432
1688392887,0.0,0.0007,-0.0434
1688392887,0.0,0.0007,-0.0435
1688392887,0.0,0.0007,-0.0436
1688392887,0.0,0.0007,-0.0436
1688392887,0.0,0.0007,-0.0438
1688392887,0.0,0.0007,-0.0439
1688392888,0.0,0.0007,-0.0438
1688392888,0.0,0.0007,-0.0438
1688392888,0.0,0.0007,-0.0444
1688392888,0.0,0.0007,-0.05
1688392888,0.0096,0.0001,-0.0527
1688392888,0.0192,-0.0003,-0.0577
1688392888,0.0288,-0.0008,-0.0662
1688392888,0.0416,-0.0017,-0.0954
1688392888,0.0589,-0.0034,-0.1167
1688392888,0.0698,-0.0047,-0.1412
1688392888,0.0681,-0.0042,-0.148
1688392889,0.0853,-0.0065,-0.1673
1688392889,0.0904,-0.0073,-0.1883
1688392889,0.0991,-0.0089,-0.2083
1688392889,0.1091,-0.0107,-0.2185
1688392889,0.1074,-0.0073,-0.247
1688392889,0.1178,-0.0101,-0.2603
1688392889,0.1258,-0.0115,-0.2821
1688392889,0.1321,-0.0131,-0.2847
1688392889,0.1417,-0.0139,-0.3029
1688392890,0.1478,-0.0147,-0.3205
1688392890,0.1569,-0.0169,-0.3372
1688392890,0.1651,-0.0187,-0.3448
1688392890,0.1711,-0.0208,-0.3649
1688392890,0.1895,-0.0269,-0.3879
1688392890,0.1963,-0.0299,-0.4058
1688392890,0.2039,-0.0329,-0.416
1688392890,0.2092,-0.0354,-0.4298
1688392890,0.209,-0.0352,-0.4347
1688392890,0.2164,-0.0386,-0.4423
1688392891,0.2269,-0.0439,-0.4594
1688392891,0.2356,-0.0486,-0.4802
1688392891,0.2439,-0.0535,-0.4871
1688392891,0.2576,-0.0608,-0.4931
1688392891,0.2522,-0.0609,-0.4998
1688392891,0.2602,-0.0653,-0.5087
1688392891,0.2769,-0.0747,-0.5134
1688392891,0.2857,-0.0793,-0.5287
1688392891,0.2924,-0.0836,-0.5517
1688392891,0.309,-0.0939,-0.5609
1688392891,0.3087,-0.0937,-0.5722
1688392892,0.3228,-0.104,-0.576
1688392892,0.3337,-0.1112,-0.5796
1688392892,0.3314,-0.1102,-0.5809
1688392892,0.3338,-0.112,-0.583
1688392892,0.3563,-0.127,-0.5884
1688392892,0.3668,-0.1339,-0.5902
1688392892,0.3739,-0.1386,-0.5914
1688392892,0.3732,-0.1383,-0.5935
1688392892,0.389,-0.1491,-0.5965
1688392892,0.391,-0.1502,-0.601
1688392893,0.408,-0.1619,-0.6079
1688392893,0.416,-0.1675,-0.6104
1688392893,0.4302,-0.1774,-0.6156
1688392893,0.4307,-0.1778,-0.6174
1688392893,0.4443,-0.1872,-0.6213
1688392893,0.4522,-0.193,-0.6219
1688392893,0.4629,-0.2003,-0.6226
1688392893,0.4622,-0.1999,-0.6232
1688392893,0.477,-0.2098,-0.6233
1688392894,0.4916,-0.2201,-0.6226
1688392894,0.5013,-0.2266,-0.6223
1688392894,0.5019,-0.227,-0.6219
1688392894,0.5078,-0.2312,-0.6214
1688392894,0.523,-0.2418,-0.6178
1688392894,0.5307,-0.2472,-0.6148
1688392894,0.54,-0.2534,-0.6058
1688392894,0.5462,-0.2575,-0.6014
1688392894,0.557,-0.2638,-0.5911
1688392894,0.577,-0.2763,-0.5768
1688392894,0.5848,-0.2805,-0.5628
1688392895,0.5922,-0.2836,-0.5382
1688392895,0.5983,-0.2867,-0.5129
1688392895,0.6079,-0.2918,-0.499
1688392895,0.6134,-0.2947,-0.4949
1688392895,0.6242,-0.3002,-0.481
1688392895,0.6299,-0.3025,-0.4586
1688392895,0.6395,-0.3066,-0.4429
1688392895,0.6582,-0.3152,-0.4314
1688392895,0.6654,-0.3182,-0.4261
1688392896,0.6719,-0.3201,-0.4081
1688392896,0.6732,-0.3203,-0.3978
1688392896,0.6801,-0.3221,-0.3866
1688392896,0.7002,-0.3303,-0.3798
1688392896,0.709,-0.3319,-0.3635
1688392896,0.7181,-0.3329,-0.3482
1688392896,0.7283,-0.3362,-0.336
1688392896,0.7343,-0.3378,-0.3335
1688392896,0.7451,-0.3392,-0.3252
1688392896,0.7526,-0.3405,-0.3123
1688392897,0.7742,-0.3465,-0.3046
1688392897,0.7793,-0.3478,-0.3015
1688392897,0.7909,-0.345,-0.2914
1688392897,0.8022,-0.3479,-0.284
1688392897,0.8104,-0.3482,-0.2761
1688392897,0.819,-0.3504,-0.2708
1688392897,0.8378,-0.3537,-0.2552
1688392897,0.8481,-0.3555,-0.2405
1688392897,0.8485,-0.3538,-0.2341
1688392897,0.8653,-0.3572,-0.2311
1688392898,0.8768,-0.3585,-0.2274
1688392898,0.8742,-0.3576,-0.2257
1688392898,0.895,-0.3608,-0.2206
1688392898,0.8949,-0.3605,-0.218
1688392898,0.9135,-0.3646,-0.2135
1688392898,0.9216,-0.3653,-0.2038
1688392898,0.9224,-0.3655,-0.2018
1688392898,0.9397,-0.3686,-0.1994
1688392898,0.9568,-0.37,-0.1949
1688392898,0.9638,-0.3705,-0.1924
1688392899,0.975,-0.3715,-0.19
1688392899,0.9831,-0.3725,-0.1885
1688392899,0.991,-0.3723,-0.1855
1688392899,1.0008,-0.3732,-0.1837
1688392899,1.0005,-0.3726,-0.1821
1688392899,1.0196,-0.3735,-0.1809
1688392899,1.0162,-0.3722,-0.1798
1688392899,1.0347,-0.3738,-0.1772
1688392899,1.0537,-0.3769,-0.1762
1688392899,1.0534,-0.3756,-0.1748
1688392900,1.0727,-0.3774,-0.1722
1688392900,1.071,-0.376,-0.1723
1688392900,1.0931,-0.3795,-0.1719
1688392900,1.0891,-0.3773,-0.171
1688392900,1.108,-0.38,-0.1707
1688392900,1.1122,-0.3778,-0.17
1688392900,1.1305,-0.3806,-0.17
1688392900,1.1325,-0.3791,-0.1707
1688392900,1.1335,-0.3791,-0.171
1688392900,1.1572,-0.3825,-0.1732
1688392901,1.1689,-0.3836,-0.1738
1688392901,1.1751,-0.3846,-0.1741
1688392901,1.1932,-0.3868,-0.1734
1688392901,1.1951,-0.3865,-0.1741
1688392901,1.2038,-0.3877,-0.1746
1688392901,1.2136,-0.3891,-0.1748
1688392901,1.2216,-0.39,-0.177
1688392901,1.2406,-0.3934,-0.1791
1688392901,1.2415,-0.3936,-0.1814
1688392901,1.2485,-0.3943,-0.1838
1688392902,1.261,-0.3962,-0.1887
1688392902,1.2665,-0.3967,-0.1926
1688392902,1.2748,-0.3979,-0.1971
1688392902,1.2808,-0.3986,-0.206
1688392902,1.288,-0.4001,-0.2109
1688392902,1.2971,-0.4013,-0.2201
1688392902,1.3019,-0.4021,-0.2231
1688392902,1.3016,-0.4021,-0.2241
1688392902,1.3263,-0.4072,-0.2354
1688392902,1.3302,-0.4078,-0.2518
1688392903,1.3394,-0.4101,-0.2593
1688392903,1.3446,-0.4116,-0.262
1688392903,1.362,-0.4164,-0.2678
1688392903,1.3642,-0.4168,-0.2707
1688392903,1.3707,-0.4188,-0.2778
1688392903,1.382,-0.4223,-0.2873
1688392903,1.4005,-0.4277,-0.2949
1688392903,1.3984,-0.4269,-0.2979
1688392903,1.4177,-0.4329,-0.3042
1688392903,1.4243,-0.4353,-0.3082
1688392904,1.4337,-0.4382,-0.3123
1688392904,1.4429,-0.4412,-0.3138
1688392904,1.4421,-0.4411,-0.319
1688392904,1.4593,-0.4469,-0.3227
1688392904,1.4694,-0.4507,-0.3307
1688392904,1.4842,-0.4558,-0.336
1688392904,1.4838,-0.4559,-0.341
1688392904,1.5005,-0.4617,-0.3445
1688392904,1.5059,-0.4638,-0.3482
1688392904,1.5067,-0.4641,-0.35
1688392905,1.5212,-0.4695,-0.3537
1688392905,1.5359,-0.4756,-0.3606
1688392905,1.5377,-0.476,-0.3641
1688392905,1.5452,-0.4787,-0.3713
1688392905,1.558,-0.4839,-0.3766
1688392905,1.5579,-0.4837,-0.3782
1688392905,1.5736,-0.49,-0.3823
1688392905,1.5731,-0.4898,-0.3846
1688392905,1.591,-0.4972,-0.3888
1688392905,1.6019,-0.5018,-0.3924
1688392906,1.6088,-0.5044,-0.3959
1688392906,1.6186,-0.5084,-0.3986
1688392906,1.6259,-0.5115,-0.4009
1688392906,1.6329,-0.5142,-0.403
1688392906,1.6512,-0.5221,-0.4045
1688392906,1.6499,-0.5214,-0.406
1688392906,1.6666,-0.5284,-0.4082
1688392906,1.6668,-0.5283,-0.4091
1688392906,1.6851,-0.5359,-0.4102
1688392906,1.6852,-0.5356,-0.411
1688392906,1.7033,-0.5427,-0.4117
1688392907,1.6997,-0.5411,-0.4128
1688392907,1.7201,-0.5491,-0.414
1688392907,1.7379,-0.5564,-0.4145
1688392907,1.739,-0.5562,-0.4154
1688392907,1.7531,-0.5622,-0.4162
1688392907,1.7625,-0.5659,-0.4188
1688392907,1.774,-0.5701,-0.42
1688392907,1.7844,-0.5745,-0.4209
1688392907,1.7903,-0.5765,-0.421
1688392907,1.7996,-0.5808,-0.4215
1688392908,1.8092,-0.5843,-0.4231
1688392908,1.8179,-0.5877,-0.4248
1688392908,1.8345,-0.5945,-0.427
1688392908,1.8468,-0.5983,-0.4282
1688392908,1.854,-0.6014,-0.4288
1688392908,1.867,-0.6053,-0.4295
1688392908,1.873,-0.6081,-0.4302
1688392908,1.8817,-0.6112,-0.4317
1688392908,1.8881,-0.6142,-0.4322
1688392909,1.8974,-0.6184,-0.4337
1688392909,1.9038,-0.6212,-0.4359
1688392909,1.9129,-0.6249,-0.4372
1688392909,1.9191,-0.6277,-0.4383
1688392909,1.9378,-0.6362,-0.4388
1688392909,1.947,-0.6397,-0.4388
1688392909,1.9517,-0.6413,-0.4388
1688392909,1.9624,-0.6459,-0.4384
1688392909,1.9725,-0.6501,-0.4385
1688392909,1.9709,-0.6493,-0.4387
1688392910,1.9867,-0.6557,-0.4394
1688392910,2.0045,-0.6635,-0.4403
1688392910,2.0086,-0.664,-0.4409
1688392910,2.0175,-0.6679,-0.4414
1688392910,2.0193,-0.6683,-0.4414
1688392910,2.0335,-0.6748,-0.4413
1688392910,2.0431,-0.6786,-0.4414
1688392910,2.0542,-0.6821,-0.4418
1688392910,2.063,-0.6861,-0.4416
1688392910,2.0696,-0.6885,-0.4419
1688392911,2.0804,-0.6923,-0.4427
1688392911,2.0952,-0.699,-0.4433
1688392911,2.0969,-0.6993,-0.4441
1688392911,2.1123,-0.7061,-0.4447
1688392911,2.1137,-0.7066,-0.4446
1688392911,2.1295,-0.7131,-0.4443
1688392911,2.1301,-0.7133,-0.4441
1688392911,2.1453,-0.7198,-0.443
1688392911,2.1627,-0.7277,-0.442
1688392911,2.1655,-0.7278,-0.4411
1688392912,2.1738,-0.7315,-0.4406
1688392912,2.1793,-0.7325,-0.4389
1688392912,2.1884,-0.7366,-0.4384
1688392912,2.1977,-0.738,-0.4372
1688392912,2.2044,-0.7407,-0.4365
1688392912,2.2222,-0.7486,-0.4363
1688392912,2.2292,-0.7515,-0.4362
1688392912,2.241,-0.7556,-0.4354
1688392912,2.2458,-0.7575,-0.4347
1688392912,2.2554,-0.7607,-0.4331
1688392912,2.2648,-0.7647,-0.4324
1688392913,2.2641,-0.7638,-0.431
1688392913,2.2809,-0.7706,-0.428
1688392913,2.2962,-0.7765,-0.4267
1688392913,2.2967,-0.7764,-0.426
1688392913,2.3147,-0.784,-0.4236
1688392913,2.3234,-0.7873,-0.4236
1688392913,2.3381,-0.7932,-0.4215
1688392913,2.3402,-0.7942,-0.4194
1688392913,2.3513,-0.798,-0.4178
1688392913,2.3516,-0.7979,-0.4164
1688392914,2.3669,-0.8036,-0.412
1688392914,2.3755,-0.807,-0.4087
1688392914,2.3722,-0.805,-0.4063
1688392914,2.3878,-0.811,-0.4017
1688392914,2.3885,-0.8109,-0.4003
1688392914,2.4018,-0.8145,-0.3971
1688392914,2.4081,-0.8157,-0.3941
1688392914,2.4173,-0.8187,-0.3921
1688392914,2.4273,-0.8221,-0.3908
1688392914,2.4251,-0.8207,-0.389
1688392915,2.4425,-0.8275,-0.3864
1688392915,2.4488,-0.8285,-0.3793
1688392915,2.4657,-0.8338,-0.3733
1688392915,2.4685,-0.8338,-0.3707
1688392915,2.4853,-0.8389,-0.3667
1688392915,2.4906,-0.8403,-0.3618
1688392915,2.4908,-0.8401,-0.3603
1688392915,2.5094,-0.8454,-0.3548
1688392915,2.517,-0.8476,-0.352
1688392916,2.5361,-0.8534,-0.3467
1688392916,2.5349,-0.8526,-0.3448
1688392916,2.5535,-0.8555,-0.3385
1688392916,2.5534,-0.8549,-0.3346
1688392916,2.5624,-0.8555,-0.327
1688392916,2.5795,-0.8611,-0.3211
1688392916,2.5817,-0.8599,-0.3166
1688392916,2.5997,-0.8652,-0.3118
1688392916,2.6061,-0.8654,-0.3066
1688392916,2.624,-0.87,-0.3025
1688392917,2.6252,-0.87,-0.2975
1688392917,2.6412,-0.8747,-0.294
1688392917,2.6418,-0.8739,-0.2902
1688392917,2.6575,-0.878,-0.2856
1688392917,2.6687,-0.8795,-0.2803
1688392917,2.6747,-0.8808,-0.2765
1688392917,2.6866,-0.8834,-0.2737
1688392917,2.6924,-0.8845,-0.27
1688392917,2.7117,-0.8878,-0.2673
1688392917,2.7094,-0.8866,-0.2645
1688392918,2.73,-0.8913,-0.2614
1688392918,2.7364,-0.8923,-0.2582
1688392918,2.7496,-0.8924,-0.2545
1688392918,2.7568,-0.8938,-0.2522
1688392918,2.7577,-0.8936,-0.251
1688392918,2.7762,-0.8976,-0.2464
1688392918,2.776,-0.8974,-0.243
1688392918,2.8003,-0.9028,-0.2363
1688392918,2.8031,-0.9024,-0.2336
1688392918,2.8205,-0.9061,-0.2281
1688392919,2.8183,-0.9043,-0.225
1688392919,2.8346,-0.9075,-0.2172
1688392919,2.8453,-0.9087,-0.2134
1688392919,2.8414,-0.9074,-0.2111
1688392919,2.8429,-0.9073,-0.2072
1688392919,2.8717,-0.9111,-0.1975
1688392919,2.8696,-0.9103,-0.1935
1688392919,2.888,-0.9135,-0.1849
1688392919,2.897,-0.9147,-0.1789
1688392919,2.9106,-0.9158,-0.1699
1688392919,2.9124,-0.9157,-0.1668
1688392920,2.9218,-0.9167,-0.1582
1688392920,2.94,-0.9195,-0.1518
1688392920,2.9537,-0.9197,-0.1468
1688392920,2.9525,-0.9186,-0.1417
1688392920,2.9586,-0.9188,-0.1387
1688392920,2.9695,-0.9194,-0.1327
1688392920,2.9763,-0.9173,-0.1279
1688392920,2.9936,-0.919,-0.1222
1688392920,2.9929,-0.9171,-0.118
1688392921,2.9998,-0.9159,-0.1113
1688392921,3.0191,-0.9172,-0.1065
1688392921,3.0192,-0.9172,-0.1052
1688392921,3.0339,-0.9164,-0.1008
1688392921,3.0448,-0.9171,-0.0991
1688392921,3.0599,-0.9161,-0.0952
1688392921,3.0629,-0.9156,-0.091
1688392921,3.0632,-0.9132,-0.0888
1688392921,3.0816,-0.914,-0.0861
1688392921,3.0967,-0.9143,-0.0794
1688392922,3.0999,-0.9141,-0.0753
1688392922,3.1083,-0.9139,-0.0696
1688392922,3.1268,-0.9149,-0.0652
1688392922,3.1317,-0.9118,-0.0571
1688392922,3.1428,-0.9122,-0.0539
1688392922,3.1531,-0.9099,-0.05
1688392922,3.1684,-0.9104,-0.048
1688392922,3.1689,-0.909,-0.0451
1688392922,3.1854,-0.9091,-0.0421
1688392922,3.1945,-0.9067,-0.0405
1688392923,3.2041,-0.9068,-0.0394
1688392923,3.2167,-0.9059,-0.0377
1688392923,3.2151,-0.9053,-0.0364
1688392923,3.2359,-0.904,-0.0344
1688392923,3.2323,-0.9031,-0.0319
1688392923,3.2515,-0.9033,-0.029
1688392923,3.251,-0.9027,-0.0268
1688392923,3.2711,-0.8992,-0.0232
1688392923,3.2785,-0.899,-0.0212
1688392923,3.2985,-0.8987,-0.0188
1688392924,3.3053,-0.8984,-0.0167
1688392924,3.3157,-0.897,-0.0149
1688392924,3.317,-0.8968,-0.013
1688392924,3.3341,-0.8953,-0.011
1688392924,3.3444,-0.895,-0.0095
1688392924,3.3506,-0.8942,-0.0073
1688392924,3.3613,-0.8937,-0.0048
1688392924,3.3767,-0.8929,-0.0014
1688392924,3.3782,-0.8924,0.0014
1688392924,3.3944,-0.8922,0.004
1688392925,3.3958,-0.892,0.0073
1688392925,3.4129,-0.8917,0.0093
1688392925,3.4125,-0.8905,0.0112
1688392925,3.4303,-0.8901,0.0123
1688392925,3.4385,-0.8888,0.0138
1688392925,3.4474,-0.8885,0.0141
1688392925,3.4558,-0.886,0.0147
1688392925,3.4624,-0.8859,0.015
1688392925,3.4762,-0.8826,0.016
1688392925,3.4925,-0.881,0.0164
1688392926,3.494,-0.8808,0.0167
1688392926,3.5128,-0.8804,0.0176
1688392926,3.5191,-0.8796,0.0182
1688392926,3.5296,-0.8789,0.0188
1688392926,3.5389,-0.8784,0.0192
1688392926,3.5448,-0.8782,0.0195
1688392926,3.567,-0.8764,0.0209
1688392926,3.5749,-0.8753,0.0224
1688392926,3.5859,-0.8749,0.0244
1688392926,3.5933,-0.8741,0.0264
1688392926,3.5939,-0.8738,0.0284
1688392927,3.6102,-0.8729,0.0338
1688392927,3.613,-0.8718,0.0381
1688392927,3.6202,-0.8711,0.0424
1688392927,3.638,-0.869,0.0536
1688392927,3.6396,-0.8687,0.0566
1688392927,3.6585,-0.8674,0.0604
1688392927,3.6662,-0.8639,0.0689
1688392927,3.6805,-0.8605,0.0738
1688392927,3.689,-0.8593,0.0797
1688392928,3.6946,-0.857,0.0831
1688392928,3.7044,-0.8561,0.0862
1688392928,3.7129,-0.8545,0.0877
1688392928,3.7193,-0.8536,0.0894
1688392928,3.7291,-0.8527,0.0907
1688392928,3.7274,-0.8517,0.0926
1688392928,3.7403,-0.8483,0.0943
1688392928,3.7585,-0.8466,0.0949
1688392928,3.7573,-0.8455,0.0972
1688392928,3.774,-0.8435,0.0977
1688392928,3.7749,-0.8431,0.0993
1688392929,3.7834,-0.8412,0.1009
1688392929,3.7922,-0.8398,0.1022
1688392929,3.8108,-0.8368,0.1052
1688392929,3.8205,-0.8352,0.1059
1688392929,3.8337,-0.8289,0.106
1688392929,3.835,-0.8284,0.1063
1688392929,3.8523,-0.8262,0.1071
1688392929,3.8513,-0.826,0.1082
1688392929,3.8694,-0.8224,0.1114
1688392930,3.8812,-0.8202,0.1131
1688392930,3.8878,-0.8187,0.1146
1688392930,3.8991,-0.8173,0.116
1688392930,3.9148,-0.8149,0.117
1688392930,3.916,-0.8145,0.1173
1688392930,3.9241,-0.8131,0.1183
1688392930,3.9361,-0.807,0.1206
1688392930,3.9532,-0.8045,0.1227
1688392930,3.9644,-0.8025,0.1243
1688392930,3.9721,-0.8004,0.1265
1688392931,3.9839,-0.7986,0.1278
1688392931,3.9989,-0.7953,0.1306
1688392931,4.0,-0.7946,0.1328
1688392931,4.0178,-0.7919,0.1344
1688392931,4.0199,-0.791,0.1378
1688392931,4.038,-0.7873,0.1432
1688392931,4.0385,-0.787,0.1451
1688392931,4.0657,-0.7819,0.1536
1688392931,4.0628,-0.7816,0.1582
1688392931,4.0822,-0.7772,0.161
1688392932,4.0843,-0.7765,0.1641
1688392932,4.091,-0.7743,0.1669
1688392932,4.0927,-0.7738,0.1684
1688392932,4.1114,-0.7703,0.1713
1688392932,4.1108,-0.7688,0.1757
1688392932,4.1333,-0.7636,0.1851
1688392932,4.1326,-0.7634,0.1892
1688392932,4.148,-0.7598,0.1932
1688392932,4.1566,-0.7576,0.1994
1688392932,4.1714,-0.7536,0.2053
1688392933,4.171,-0.7534,0.2072
1688392933,4.1763,-0.7507,0.214
1688392933,4.1913,-0.747,0.2193
1688392933,4.1901,-0.747,0.2203
1688392933,4.2081,-0.7425,0.2272
1688392933,4.2081,-0.7422,0.2311
1688392933,4.2112,-0.7401,0.2372
1688392933,4.228,-0.7351,0.2445
1688392933,4.2371,-0.7323,0.2486
1688392933,4.2521,-0.7284,0.2527
1688392934,4.252,-0.7274,0.2586
1688392934,4.2589,-0.7255,0.2632
1688392934,4.256,-0.7259,0.2668
1688392934,4.2814,-0.7182,0.2791
1688392934,4.2826,-0.7177,0.2839
1688392934,4.2963,-0.713,0.2896
1688392934,4.2982,-0.7123,0.2939
1688392934,4.3043,-0.7099,0.303
1688392934,4.32,-0.7043,0.3119
1688392934,4.3212,-0.703,0.3163
1688392935,4.323,-0.7023,0.32
1688392935,4.3473,-0.6929,0.3321
1688392935,4.3469,-0.6929,0.3362
1688392935,4.3529,-0.6902,0.3456
1688392935,4.3646,-0.685,0.3527
1688392935,4.3675,-0.6837,0.3586
1688392935,4.3723,-0.6807,0.374
1688392935,4.3902,-0.6731,0.3819
1688392935,4.3943,-0.6713,0.3853
1688392935,4.401,-0.668,0.3925
1688392936,4.4119,-0.6633,0.402
1688392936,4.4166,-0.6611,0.4047
1688392936,4.4242,-0.6571,0.4138
1688392936,4.4253,-0.6565,0.4193
1688392936,4.4447,-0.6467,0.4295
1688392936,4.4436,-0.647,0.4377
